Year,Year_Rank,Song,Artist,Genre,Cover,Points,Peak,Weeks
2003,99,Superman,Eminem,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,984,15,16
2003,100,Big Star,Kenny Chesney,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,980,28,20
2004,1,Yeah!,Usher Featuring Lil Jon & Ludacris,Hip-Hop/Rap,https://charts-static.billboard.com/img/2004/01/usher-4g6-yeah-gh0-180x180.jpg,3817,1,45
2004,2,This Love,Maroon 5,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,3442,5,43
2004,3,If I Ain't Got You,Alicia Keys,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,3424,4,40
2004,4,The Reason,Hoobastank,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,3114,2,38
2004,5,Burn,Usher,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2608,1,30
2004,6,Freek-A-Leek,Petey Pablo,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2588,7,39
2004,7,I Don't Wanna Know,Mario Wi0s Featuring Enya & P. Diddy,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2438,2,30
2004,8,Here Without You,3 Doors Down,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2430,7,33
2004,9,Tipsy,J-Kwon,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2408,2,30
2004,10,Lean Back,Terror Squad,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2396,1,27
2004,11,My Immortal,Evanescence,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2377,7,32
2004,12,Someday,Nickelback,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2350,7,31
2004,13,Slow Motion,Juvenile Featuring Soulja Slim,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/33a969f02186ec65a7e71d8a364d5bf5/250x250-000000-80-0-0.jpg,2317,1,28
2004,14,Goodies,Ciara Featuring Petey Pablo,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2294,1,27
2004,15,The Way You Move,OutKast Featuring Sleepy Brown,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2205,1,25
2004,16,Diary,Alicia Keys Featuring Tony! Toni! Tone!,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2195,8,28
2004,17,Heaven,Los Lonely Boys,Rock,https://cdn-images.dzcdn.net/images/cover/f5c062034dbbf74f9c158c51ba783871/250x250-000000-80-0-0.jpg,2177,16,32
2004,18,Confessions Part II,Usher,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2155,1,25
2004,19,Dirt Off Your Shoulder,JAY-Z,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2090,5,26
2004,20,Move Ya Body,Nina Sky Featuring Jabba,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2083,4,26
2004,21,Dip It Low,Christina Milian,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,2072,5,30
2004,22,The First Cut Is The Deepest,Sheryl Crow,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1993,14,26
2004,23,She Will Be Loved,Maroon 5,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1985,5,23
2004,24,Turn Me On,Kevin Lyttle Featuring Spragga Benz,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1892,4,25
2004,25,White Flag,Dido,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1874,18,26
2004,26,Numb,Linkin Park,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1851,11,24
2004,27,Sunshine,Lil' Flip Featuring Lea,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1841,2,23
2004,28,Jesus Walks,Kanye West,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1825,11,25
2004,29,Leave (Get Out),JoJo,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1824,12,29
2004,30,Naughty Girl,Beyonce,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1820,3,22
2004,31,Meant To Live,Switchfoot,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1819,18,28
2004,32,Hey Ya!,OutKast,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1785,1,21
2004,33,Hotel,Cassidy Featuring R. Kelly,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1773,4,22
2004,34,Locked Up,Akon Featuring Styles P.,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1758,8,27
2004,35,My Happy Ending,Avril Lavigne,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1677,9,22
2004,36,Pieces Of Me,Ashlee Simpson,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1664,5,21
2004,37,Overnight Celebrity,Twista,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1657,6,20
2004,38,One Call Away,Chingy Featuring J. Weav,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1651,2,20
2004,39,My Place,Nelly Featuring Jaheim,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1643,4,20
2004,40,With You,Jessica Simpson,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1628,14,22
2004,41,Slow Jamz,Twista Featuring Kanye West & Jamie Foxx,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1624,1,18
2004,42,One Thing,Finger Eleven,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1606,16,23
2004,43,Splash Waterfalls,Ludacris,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1586,6,21
2004,44,I'm Still In Love With You,Sean Paul Featuring Sasha,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1545,14,25
2004,45,My Boo,Usher And Alicia Keys,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1537,1,16
2004,46,Toxic,Britney Spears,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1532,9,20
2004,47,All Falls Down,Kanye West Featuring Syleena Johnson,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1499,7,20
2004,48,I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1483,11,20
2004,49,Sorry 2004,Ruben Studdard,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1472,9,20
2004,50,Salt Shaker,Ying Yang Twins Featuring Lil Jon & The East Side Boyz,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1471,9,19
2004,51,On The Way Down,Ryan Cabrera,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1471,15,22
2004,52,"Me, Myself And I",Beyonce,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1460,4,17
2004,53,It's My Life,No Doubt,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1456,10,19
2004,54,Breakaway,Kelly Clarkson,Rock,https://cdn-images.dzcdn.net/images/cover/28da12e80b779fbf84549e9f48eab8d0/250x250-000000-80-0-0.jpg,1431,6,18
2004,55,On Fire,Lloyd Banks,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1416,8,20
2004,56,Roses,OutKast,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/b745e729cdc6b6cdd5ed087b5e938db6/250x250-000000-80-0-0.jpg,1390,9,21
2004,57,Perfect,Sara Evans,Pop,https://charts-static.billboard.com/img/2011/07/ed-sheeran-5jf-180x180.jpg,1355,29,30
2004,58,Lose My Breath,Destiny's Child,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1316,3,14
2004,59,100 Years,Five For Fighting,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1314,28,22
2004,60,Why?,Jadakiss Featuring Anthony Hamilton,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1314,11,20
2004,61,Headsprung,LL Cool J,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1293,16,20
2004,62,U Should've Known Better,Monica,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1281,19,20
2004,63,Game Over (Flip),Lil' Flip,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1265,15,20
2004,64,Let's Get It Started,The Black Eyed Peas,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1258,21,20
2004,65,Breathe,Fabolous,Country,https://cdn-images.dzcdn.net/images/cover/580a1286a0994b5052cb75c1d455b504/250x250-000000-80-0-0.jpg,1245,10,25
2004,66,F**k It (I Don't Want You Back),Eamon,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1237,16,17
2004,67,My Band,D12,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1229,6,18
2004,68,Live Like You Were Dying,Tim McGraw,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1229,30,20
2004,69,Through The Wire,Kanye West,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1212,15,16
2004,70,Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1202,12,18
2004,71,Let's Go,Trick Daddy Featuring Lil Jon & Twista,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1193,7,15
2004,72,Breaking The Habit,Linkin Park,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1190,20,20
2004,73,Are You Gonna Be My Girl,Jet,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1182,29,23
2004,74,Dude,Beenie Man Featuring Ms. Thing,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1177,26,26
2004,75,Don't Tell Me,Avril Lavigne,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1177,22,20
2004,76,Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1170,1,13
2004,77,When The Sun Goes Down,Kenny Chesney & Uncle Kracker,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1163,26,20
2004,78,Broken,Seether Featuring Amy Lee,Rock,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1157,20,17
2004,79,You Don't Know My Name,Alicia Keys,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1148,3,13
2004,80,Charlene,Anthony Hamilton,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1139,19,17
2004,81,Southside,Lloyd Featuring Ashanti,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1136,24,20
2004,82,Happy People,R. Kelly,R&B/Soul,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1126,19,20
2004,83,Everytime,Britney Spears,Pop,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1124,15,18
2004,84,Hey Mama,The Black Eyed Peas,Electronic/Dance,https://cdn-images.dzcdn.net/images/cover/0e4b70f9985801a0acbcef1782bd18eb/250x250-000000-80-0-0.jpg,1109,23,20
2004,85,Suga Suga,Baby Bash Featuring Frankie J,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1106,7,14
2004,86,Redneck Woman,Gretchen Wilson,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1105,22,20
2004,87,American Soldier,Toby Keith,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1094,28,19
2004,88,You'll Think Of Me,Keith Urban,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1088,24,20
2004,89,Remember When,Alan Jackson,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1083,29,17
2004,90,Letters From Home,John Michael Montgomery,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1083,24,20
2004,91,Wanna Get To Know You,G-Unit Featuring Joe,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1041,15,18
2004,92,I Go Back,Kenny Chesney,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1038,32,20
2004,93,Just Lose It,Eminem,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1030,6,12
2004,94,Mayberry,Rascal Flatts,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1029,21,20
2004,95,Days Go By,Keith Urban,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1027,31,20
2004,96,Suds In The Bucket,Sara Evans,Country,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,1004,33,20
2004,97,Read Your Mind,Avant,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,996,13,13
2004,98,Over And Over,Nelly Featuring Tim McGraw,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,993,3,11
2004,99,Go D.J.,Lil Wayne,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,968,14,13
2004,100,No Problem,Lil Scrappy,Hip-Hop/Rap,https://images.unsplash.com/photo-1511671782779-c97d3d27a1d4?w=120&auto=format&fit=crop&q=60,963,29,20
2005,1,Since U Been Gone,Kelly Clarkson,Rock,https://cdn-images.dzcdn.net/images/cover/28e22f7237d847cf00f8aae9a4efd723/250x250-000000-80-0-0.jpg,3622,2,44
2005,2,We Belong Together,Mariah Carey,R&B/Soul,https://charts-static.billboard.com/img/1990/06/mariah-carey-qmg-180x180.jpg,3254,1,38
2005,3,You And Me,Lifehouse,Rock,https://cdn-images.dzcdn.net/images/cover/f16c470e52bde6b7eda15136734df2d7/250x250-000000-80-0-0.jpg,3143,5,46
2005,4,Beverly Hills,Weezer,Rock,https://cdn-images.dzcdn.net/images/cover/03c500903d0504fd7939c4168b6cce89/250x250-000000-80-0-0.jpg,2980,10,38
2005,5,Mr. Brightside,The Killers,Rock,https://cdn-images.dzcdn.net/images/cover/0690d69d27f0d718fcc95f23af702286/250x250-000000-80-0-0.jpg,2857,10,38
2005,6,Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/a9577860796c972d60ff5c5840c93272/250x250-000000-80-0-0.jpg,2742,2,35
2005,7,Behind These Hazel Eyes,Kelly Clarkson,Rock,https://cdn-images.dzcdn.net/images/cover/a7ce88a57dcbd8b2158b25e00c308542/250x250-000000-80-0-0.jpg,2708,6,34
2005,8,Boulevard Of Broken Dreams,Green Day,Rock,https://cdn-images.dzcdn.net/images/cover/4a2497e819405074b107b3bce1d95cf9/250x250-000000-80-0-0.jpg,2661,2,31
2005,9,Hollaback Girl,Gwen Stefani,Rock,https://cdn-images.dzcdn.net/images/cover/c133e6ca154037e1de95fb82475d206b/250x250-000000-80-0-0.jpg,2603,1,31
2005,10,Lonely No More,Rob Thomas,Rock,https://cdn-images.dzcdn.net/images/cover/4131b7189ac8cd75bd2568f7f4230107/250x250-000000-80-0-0.jpg,2538,6,34
2005,11,Karma,Alicia Keys,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/27dd9967c309a40804387fd620394abb/250x250-000000-80-0-0.jpg,2515,17,38
2005,12,"1, 2 Step",Ciara Featuring Missy Elliott,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/e2148255e531ab91c18a5f3fc7ea0f76/250x250-000000-80-0-0.jpg,2463,2,30
2005,13,Disco Inferno,50 Cent,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/58ec83e8f74b55096f2115523eb9e7df/250x250-000000-80-0-0.jpg,2288,3,26
2005,14,Let Me Love You,Mario,Pop,https://charts-static.billboard.com/img/1991/02/mario-4ua-180x180.jpg,2269,1,26
2005,15,Feel Good Inc,Gorillaz,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/3dc29a565149240729afc08e1f251b46/250x250-000000-80-0-0.jpg,2267,14,32
2005,16,Scars,Papa Roach,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/70328b4823ca8bd1975a04c2c21327d7/250x250-000000-80-0-0.jpg,2195,15,38
2005,17,Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/1674494e6fb1c319cc333de15a57f82c/250x250-000000-80-0-0.jpg,2161,3,28
2005,18,Breakaway,Kelly Clarkson,Rock,https://cdn-images.dzcdn.net/images/cover/28da12e80b779fbf84549e9f48eab8d0/250x250-000000-80-0-0.jpg,2140,10,28
2005,19,Pon de Replay,Rihanna,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/7324007a556009d008075eeb32157c16/250x250-000000-80-0-0.jpg,2133,2,27
2005,20,Switch,Will Smith,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/646cb69524eeb2935ee3f9edba26d65c/250x250-000000-80-0-0.jpg,2125,7,28
2005,21,Don't Phunk With My Heart,The Black Eyed Peas,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/595ae492a34647054ea30d805096d5b5/250x250-000000-80-0-0.jpg,2115,3,26
2005,22,Holiday,Green Day,Rock,https://cdn-images.dzcdn.net/images/cover/cee32dee76dea2c67a13764457fbac48/250x250-000000-80-0-0.jpg,2087,19,32
2005,23,Let Me Go,3 Doors Down,Rock,https://cdn-images.dzcdn.net/images/cover/6fdb36eed3bb79ca1c240bbcc0d2a187/250x250-000000-80-0-0.jpg,2073,14,31
2005,24,Just A Lil Bit,50 Cent,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/58ec83e8f74b55096f2115523eb9e7df/250x250-000000-80-0-0.jpg,2038,3,27
2005,25,"Sugar, We're Goin' Down",Fall Out Boy,Rock,https://cdn-images.dzcdn.net/images/cover/c11ee620979e5e6f99bfd08470876ecd/250x250-000000-80-0-0.jpg,2025,8,27
2005,26,Candy Shop,50 Cent Featuring Olivia,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/867266ef5195999154c518fd8cf2aea5/250x250-000000-80-0-0.jpg,2003,1,23
2005,27,Shake It Off,Mariah Carey,R&B/Soul,https://cdn-images.dzcdn.net/images/cover/47d0a635240ee689a390c6434a94074c/250x250-000000-80-0-0.jpg,1974,2,23
2005,28,Listen To Your Heart,D.H.T.,Rock,https://cdn-images.dzcdn.net/images/cover/33f173e03d27b9cb970d41d1dd2fbd69/250x250-000000-80-0-0.jpg,1951,8,27
2005,29,Gold Digger,Kanye West Featuring Jamie Foxx,Hip-Hop/Rap,https://charts-static.billboard.com/img/2003/03/kanye-west-0wf-180x180.jpg,1939,1,23
2005,30,How We Do,The Game Featuring 50 Cent,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/77812f497bc35690f4dab2269cd76424/250x250-000000-80-0-0.jpg,1935,4,23
2005,31,Rich Girl,Gwen Stefani Featuring Eve,Rock,https://cdn-images.dzcdn.net/images/cover/c5f50ca2f289cb4ffba9694386dc9355/250x250-000000-80-0-0.jpg,1933,7,26
2005,32,Oh,Ciara Featuring Ludacris,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/d38ab86f75dd3d1d87581face5ec3116/250x250-000000-80-0-0.jpg,1907,2,23
2005,33,Collide,Howie Day,Rock,https://cdn-images.dzcdn.net/images/cover/2c5790b22ef4646749dbfca04e04be64/250x250-000000-80-0-0.jpg,1877,20,32
2005,34,Hate It Or Love It,The Game Featuring 50 Cent,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/77812f497bc35690f4dab2269cd76424/250x250-000000-80-0-0.jpg,1830,2,23
2005,35,Like You,Bow Wow Featuring Ciara,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/cc60ec982e6ed18e19a3ac1e373ee591/250x250-000000-80-0-0.jpg,1806,3,28
2005,36,Let Me Hold You,Bow Wow Featuring Omarion,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/cc60ec982e6ed18e19a3ac1e373ee591/250x250-000000-80-0-0.jpg,1790,4,24
2005,37,Caught Up,Usher,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/b89c20012cccb051c8a4e04d98386f95/250x250-000000-80-0-0.jpg,1774,8,24
2005,38,My Humps,The Black Eyed Peas,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/595ae492a34647054ea30d805096d5b5/250x250-000000-80-0-0.jpg,1723,3,20
2005,39,Obsession (No Es Amor),Frankie J Featuring Baby Bash,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/84f4f4e7477c433f449107b671ffab5f/250x250-000000-80-0-0.jpg,1718,3,21
2005,40,Some Cut,Trillville Featuring Cutty,Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/dc98d5b6b116e91e79387f26f06d76b9/250x250-000000-80-0-0.jpg,1658,14,24
2005,41,Sugar (Gimme Some),"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",Hip-Hop/Rap,https://cdn-images.dzcdn.net/images/cover/62cda7f414795d5cfb9fdb1201d9bed0/250x250-000000-80-0-0.jpg,1622,20,26
